% time	cellId	IMSI	RNTI	currFr	currSf	scPrdStartFr	scPrdStartSf	psschRbLen	psschStartRb	mcs	sizeTb	rv	dropped
5404	0	1	1	541	9	541	1	10	36	16	389	0	0
5404	0	2	2	541	9	541	1	10	40	16	389	0	0
5412	0	1	1	542	7	541	1	10	36	16	389	1	0
5412	0	2	2	542	7	541	1	10	40	16	389	1	0
5420	0	1	1	543	5	541	1	10	36	16	389	2	0
5420	0	2	2	543	5	541	1	10	40	16	389	2	0
5428	0	1	1	544	3	541	1	10	36	16	389	3	0
5428	0	2	2	544	3	541	1	10	40	16	389	3	0
5444	0	1	1	545	9	545	1	10	32	16	389	0	0
5444	0	2	2	545	9	545	1	10	27	16	389	0	0
5452	0	1	1	546	7	545	1	10	32	16	389	1	0
5452	0	2	2	546	7	545	1	10	27	16	389	1	0
5460	0	1	1	547	5	545	1	10	32	16	389	2	0
5460	0	2	2	547	5	545	1	10	27	16	389	2	0
5468	0	1	1	548	3	545	1	10	32	16	389	3	0
5468	0	2	2	548	3	545	1	10	27	16	389	3	0
5484	0	1	1	549	9	549	1	10	22	16	389	0	0
5484	0	2	2	549	9	549	1	10	14	16	389	0	0
5492	0	1	1	550	7	549	1	10	22	16	389	1	0
5492	0	2	2	550	7	549	1	10	14	16	389	1	0
5500	0	1	1	551	5	549	1	10	22	16	389	2	0
5500	0	2	2	551	5	549	1	10	14	16	389	2	0
5508	0	1	1	552	3	549	1	10	22	16	389	3	0
5508	0	2	2	552	3	549	1	10	14	16	389	3	0
5524	0	1	1	553	9	553	1	10	28	16	389	0	0
5524	0	2	2	553	9	553	1	10	21	16	389	0	0
5524	0	3	3	553	9	553	1	10	34	16	389	0	0
5532	0	1	1	554	7	553	1	10	28	16	389	1	0
5532	0	2	2	554	7	553	1	10	21	16	389	1	0
5532	0	3	3	554	7	553	1	10	34	16	389	1	0
5540	0	1	1	555	5	553	1	10	28	16	389	2	0
5540	0	2	2	555	5	553	1	10	21	16	389	2	0
5540	0	3	3	555	5	553	1	10	34	16	389	2	0
5548	0	1	1	556	3	553	1	10	28	16	389	3	0
5548	0	2	2	556	3	553	1	10	21	16	389	3	0
5548	0	3	3	556	3	553	1	10	34	16	389	3	0
5564	0	1	1	557	9	557	1	10	22	16	389	0	0
5564	0	2	2	557	9	557	1	10	20	16	389	0	0
5564	0	3	3	557	9	557	1	10	29	16	389	0	0
5572	0	1	1	558	7	557	1	10	22	16	389	1	0
5572	0	2	2	558	7	557	1	10	20	16	389	1	0
5572	0	3	3	558	7	557	1	10	29	16	389	1	0
5580	0	1	1	559	5	557	1	10	22	16	389	2	0
5580	0	2	2	559	5	557	1	10	20	16	389	2	0
5580	0	3	3	559	5	557	1	10	29	16	389	2	0
5588	0	1	1	560	3	557	1	10	22	16	389	3	0
5588	0	2	2	560	3	557	1	10	20	16	389	3	0
5588	0	3	3	560	3	557	1	10	29	16	389	3	0
5604	0	1	1	561	9	561	1	10	10	16	389	0	0
5604	0	2	2	561	9	561	1	10	9	16	389	0	0
5612	0	1	1	562	7	561	1	10	10	16	389	1	0
5612	0	2	2	562	7	561	1	10	9	16	389	1	0
5620	0	1	1	563	5	561	1	10	10	16	389	2	0
5620	0	2	2	563	5	561	1	10	9	16	389	2	0
5628	0	1	1	564	3	561	1	10	10	16	389	3	0
5628	0	2	2	564	3	561	1	10	9	16	389	3	0
5644	0	1	1	565	9	565	1	10	32	16	389	0	0
5644	0	2	2	565	9	565	1	10	23	16	389	0	0
5652	0	1	1	566	7	565	1	10	32	16	389	1	0
5652	0	2	2	566	7	565	1	10	23	16	389	1	0
5660	0	1	1	567	5	565	1	10	32	16	389	2	0
5660	0	2	2	567	5	565	1	10	23	16	389	2	0
5668	0	1	1	568	3	565	1	10	32	16	389	3	0
5668	0	2	2	568	3	565	1	10	23	16	389	3	0
5684	0	1	1	569	9	569	1	10	26	16	389	0	0
5684	0	2	2	569	9	569	1	10	6	16	389	0	0
5692	0	1	1	570	7	569	1	10	26	16	389	1	0
5692	0	2	2	570	7	569	1	10	6	16	389	1	0
5700	0	1	1	571	5	569	1	10	26	16	389	2	0
5700	0	2	2	571	5	569	1	10	6	16	389	2	0
5708	0	1	1	572	3	569	1	10	26	16	389	3	0
5708	0	2	2	572	3	569	1	10	6	16	389	3	0
5724	0	1	1	573	9	573	1	10	13	16	389	0	0
5724	0	2	2	573	9	573	1	10	39	16	389	0	0
5732	0	1	1	574	7	573	1	10	13	16	389	1	0
5732	0	2	2	574	7	573	1	10	39	16	389	1	0
5740	0	1	1	575	5	573	1	10	13	16	389	2	0
5740	0	2	2	575	5	573	1	10	39	16	389	2	0
5748	0	1	1	576	3	573	1	10	13	16	389	3	0
5748	0	2	2	576	3	573	1	10	39	16	389	3	0
5764	0	1	1	577	9	577	1	10	18	16	389	0	0
5764	0	2	2	577	9	577	1	10	7	16	389	0	0
5772	0	1	1	578	7	577	1	10	18	16	389	1	0
5772	0	2	2	578	7	577	1	10	7	16	389	1	0
5780	0	1	1	579	5	577	1	10	18	16	389	2	0
5780	0	2	2	579	5	577	1	10	7	16	389	2	0
5788	0	1	1	580	3	577	1	10	18	16	389	3	0
5788	0	2	2	580	3	577	1	10	7	16	389	3	0
5804	0	1	1	581	9	581	1	10	10	16	389	0	0
5804	0	2	2	581	9	581	1	10	13	16	389	0	0
5812	0	1	1	582	7	581	1	10	10	16	389	1	0
5812	0	2	2	582	7	581	1	10	13	16	389	1	0
5820	0	1	1	583	5	581	1	10	10	16	389	2	0
5820	0	2	2	583	5	581	1	10	13	16	389	2	0
5828	0	1	1	584	3	581	1	10	10	16	389	3	0
5828	0	2	2	584	3	581	1	10	13	16	389	3	0
5844	0	1	1	585	9	585	1	10	33	16	389	0	0
5844	0	2	2	585	9	585	1	10	40	16	389	0	0
5844	0	3	3	585	9	585	1	10	19	16	389	0	0
5852	0	1	1	586	7	585	1	10	33	16	389	1	0
5852	0	2	2	586	7	585	1	10	40	16	389	1	0
5852	0	3	3	586	7	585	1	10	19	16	389	1	0
5860	0	1	1	587	5	585	1	10	33	16	389	2	0
5860	0	2	2	587	5	585	1	10	40	16	389	2	0
5860	0	3	3	587	5	585	1	10	19	16	389	2	0
5868	0	1	1	588	3	585	1	10	33	16	389	3	0
5868	0	2	2	588	3	585	1	10	40	16	389	3	0
5868	0	3	3	588	3	585	1	10	19	16	389	3	0
5884	0	1	1	589	9	589	1	10	31	16	389	0	0
5884	0	2	2	589	9	589	1	10	40	16	389	0	0
5884	0	3	3	589	9	589	1	10	21	16	389	0	0
5892	0	1	1	590	7	589	1	10	31	16	389	1	0
5892	0	2	2	590	7	589	1	10	40	16	389	1	0
5892	0	3	3	590	7	589	1	10	21	16	389	1	0
5900	0	1	1	591	5	589	1	10	31	16	389	2	0
5900	0	2	2	591	5	589	1	10	40	16	389	2	0
5900	0	3	3	591	5	589	1	10	21	16	389	2	0
5908	0	1	1	592	3	589	1	10	31	16	389	3	0
5908	0	2	2	592	3	589	1	10	40	16	389	3	0
5908	0	3	3	592	3	589	1	10	21	16	389	3	0
5924	0	1	1	593	9	593	1	10	38	16	389	0	0
5924	0	2	2	593	9	593	1	10	2	16	389	0	0
5924	0	3	3	593	9	593	1	10	12	16	389	0	0
5932	0	1	1	594	7	593	1	10	38	16	389	1	0
5932	0	2	2	594	7	593	1	10	2	16	389	1	0
5932	0	3	3	594	7	593	1	10	12	16	389	1	0
5940	0	1	1	595	5	593	1	10	38	16	389	2	0
5940	0	2	2	595	5	593	1	10	2	16	389	2	0
5940	0	3	3	595	5	593	1	10	12	16	389	2	0
5948	0	1	1	596	3	593	1	10	38	16	389	3	0
5948	0	2	2	596	3	593	1	10	2	16	389	3	0
5948	0	3	3	596	3	593	1	10	12	16	389	3	0
5964	0	1	1	597	9	597	1	10	16	16	389	0	0
5964	0	2	2	597	9	597	1	10	20	16	389	0	0
5964	0	3	3	597	9	597	1	10	26	16	389	0	0
5972	0	1	1	598	7	597	1	10	16	16	389	1	0
5972	0	2	2	598	7	597	1	10	20	16	389	1	0
5972	0	3	3	598	7	597	1	10	26	16	389	1	0
5980	0	1	1	599	5	597	1	10	16	16	389	2	0
5980	0	2	2	599	5	597	1	10	20	16	389	2	0
5980	0	3	3	599	5	597	1	10	26	16	389	2	0
5988	0	1	1	600	3	597	1	10	16	16	389	3	0
5988	0	2	2	600	3	597	1	10	20	16	389	3	0
5988	0	3	3	600	3	597	1	10	26	16	389	3	0
6004	0	1	1	601	9	601	1	10	17	16	389	0	0
6004	0	2	2	601	9	601	1	10	17	16	389	0	0
6004	0	3	3	601	9	601	1	10	36	16	389	0	0
6012	0	1	1	602	7	601	1	10	17	16	389	1	0
6012	0	2	2	602	7	601	1	10	17	16	389	1	0
6012	0	3	3	602	7	601	1	10	36	16	389	1	0
6020	0	1	1	603	5	601	1	10	17	16	389	2	0
6020	0	2	2	603	5	601	1	10	17	16	389	2	0
6020	0	3	3	603	5	601	1	10	36	16	389	2	0
6028	0	1	1	604	3	601	1	10	17	16	389	3	0
6028	0	2	2	604	3	601	1	10	17	16	389	3	0
6028	0	3	3	604	3	601	1	10	36	16	389	3	0
6044	0	1	1	605	9	605	1	10	35	16	389	0	0
6044	0	2	2	605	9	605	1	10	12	16	389	0	0
6044	0	3	3	605	9	605	1	10	2	16	389	0	0
6044	0	4	4	605	9	605	1	10	38	16	389	0	0
6044	0	5	5	605	9	605	1	10	39	16	389	0	0
6052	0	1	1	606	7	605	1	10	35	16	389	1	0
6052	0	2	2	606	7	605	1	10	12	16	389	1	0
6052	0	3	3	606	7	605	1	10	2	16	389	1	0
6052	0	4	4	606	7	605	1	10	38	16	389	1	0
6052	0	5	5	606	7	605	1	10	39	16	389	1	0
6060	0	1	1	607	5	605	1	10	35	16	389	2	0
6060	0	2	2	607	5	605	1	10	12	16	389	2	0
6060	0	3	3	607	5	605	1	10	2	16	389	2	0
6060	0	4	4	607	5	605	1	10	38	16	389	2	0
6060	0	5	5	607	5	605	1	10	39	16	389	2	0
6068	0	1	1	608	3	605	1	10	35	16	389	3	0
6068	0	2	2	608	3	605	1	10	12	16	389	3	0
6068	0	3	3	608	3	605	1	10	2	16	389	3	0
6068	0	4	4	608	3	605	1	10	38	16	389	3	0
6068	0	5	5	608	3	605	1	10	39	16	389	3	0
6084	0	1	1	609	9	609	1	10	7	16	389	0	0
6084	0	2	2	609	9	609	1	10	3	16	389	0	0
6084	0	4	4	609	9	609	1	10	34	16	389	0	0
6092	0	1	1	610	7	609	1	10	7	16	389	1	0
6092	0	2	2	610	7	609	1	10	3	16	389	1	0
6092	0	4	4	610	7	609	1	10	34	16	389	1	0
6100	0	1	1	611	5	609	1	10	7	16	389	2	0
6100	0	2	2	611	5	609	1	10	3	16	389	2	0
6100	0	4	4	611	5	609	1	10	34	16	389	2	0
6108	0	1	1	612	3	609	1	10	7	16	389	3	0
6108	0	2	2	612	3	609	1	10	3	16	389	3	0
6108	0	4	4	612	3	609	1	10	34	16	389	3	0
6124	0	1	1	613	9	613	1	10	21	16	389	0	0
6124	0	2	2	613	9	613	1	10	16	16	389	0	0
6124	0	3	3	613	9	613	1	10	16	16	389	0	0
6132	0	1	1	614	7	613	1	10	21	16	389	1	0
6132	0	2	2	614	7	613	1	10	16	16	389	1	0
6132	0	3	3	614	7	613	1	10	16	16	389	1	0
6140	0	1	1	615	5	613	1	10	21	16	389	2	0
6140	0	2	2	615	5	613	1	10	16	16	389	2	0
6140	0	3	3	615	5	613	1	10	16	16	389	2	0
6148	0	1	1	616	3	613	1	10	21	16	389	3	0
6148	0	2	2	616	3	613	1	10	16	16	389	3	0
6148	0	3	3	616	3	613	1	10	16	16	389	3	0
6164	0	1	1	617	9	617	1	10	23	16	389	0	0
6164	0	2	2	617	9	617	1	10	5	16	389	0	0
6164	0	5	5	617	9	617	1	10	1	16	389	0	0
6172	0	1	1	618	7	617	1	10	23	16	389	1	0
6172	0	2	2	618	7	617	1	10	5	16	389	1	0
6172	0	5	5	618	7	617	1	10	1	16	389	1	0
6180	0	1	1	619	5	617	1	10	23	16	389	2	0
6180	0	2	2	619	5	617	1	10	5	16	389	2	0
6180	0	5	5	619	5	617	1	10	1	16	389	2	0
6188	0	1	1	620	3	617	1	10	23	16	389	3	0
6188	0	2	2	620	3	617	1	10	5	16	389	3	0
6188	0	5	5	620	3	617	1	10	1	16	389	3	0
6204	0	1	1	621	9	621	1	10	30	16	389	0	0
6204	0	2	2	621	9	621	1	10	23	16	389	0	0
6212	0	1	1	622	7	621	1	10	30	16	389	1	0
6212	0	2	2	622	7	621	1	10	23	16	389	1	0
6220	0	1	1	623	5	621	1	10	30	16	389	2	0
6220	0	2	2	623	5	621	1	10	23	16	389	2	0
6228	0	1	1	624	3	621	1	10	30	16	389	3	0
6228	0	2	2	624	3	621	1	10	23	16	389	3	0
6244	0	1	1	625	9	625	1	10	3	16	389	0	0
6244	0	2	2	625	9	625	1	10	36	16	389	0	0
6252	0	1	1	626	7	625	1	10	3	16	389	1	0
6252	0	2	2	626	7	625	1	10	36	16	389	1	0
6260	0	1	1	627	5	625	1	10	3	16	389	2	0
6260	0	2	2	627	5	625	1	10	36	16	389	2	0
6268	0	1	1	628	3	625	1	10	3	16	389	3	0
6268	0	2	2	628	3	625	1	10	36	16	389	3	0
6284	0	1	1	629	9	629	1	10	7	16	389	0	0
6284	0	2	2	629	9	629	1	10	20	16	389	0	0
6292	0	1	1	630	7	629	1	10	7	16	389	1	0
6292	0	2	2	630	7	629	1	10	20	16	389	1	0
6300	0	1	1	631	5	629	1	10	7	16	389	2	0
6300	0	2	2	631	5	629	1	10	20	16	389	2	0
6308	0	1	1	632	3	629	1	10	7	16	389	3	0
6308	0	2	2	632	3	629	1	10	20	16	389	3	0
6324	0	1	1	633	9	633	1	10	28	16	389	0	0
6324	0	2	2	633	9	633	1	10	38	16	389	0	0
6324	0	3	3	633	9	633	1	10	12	16	389	0	0
6332	0	1	1	634	7	633	1	10	28	16	389	1	0
6332	0	2	2	634	7	633	1	10	38	16	389	1	0
6332	0	3	3	634	7	633	1	10	12	16	389	1	0
6340	0	1	1	635	5	633	1	10	28	16	389	2	0
6340	0	2	2	635	5	633	1	10	38	16	389	2	0
6340	0	3	3	635	5	633	1	10	12	16	389	2	0
6348	0	1	1	636	3	633	1	10	28	16	389	3	0
6348	0	2	2	636	3	633	1	10	38	16	389	3	0
6348	0	3	3	636	3	633	1	10	12	16	389	3	0
6364	0	1	1	637	9	637	1	10	7	16	389	0	0
6364	0	2	2	637	9	637	1	10	7	16	389	0	0
6372	0	1	1	638	7	637	1	10	7	16	389	1	0
6372	0	2	2	638	7	637	1	10	7	16	389	1	0
6380	0	1	1	639	5	637	1	10	7	16	389	2	0
6380	0	2	2	639	5	637	1	10	7	16	389	2	0
6388	0	1	1	640	3	637	1	10	7	16	389	3	0
6388	0	2	2	640	3	637	1	10	7	16	389	3	0
6404	0	1	1	641	9	641	1	10	10	16	389	0	0
6404	0	2	2	641	9	641	1	10	4	16	389	0	0
6404	0	3	3	641	9	641	1	10	4	16	389	0	0
6412	0	1	1	642	7	641	1	10	10	16	389	1	0
6412	0	2	2	642	7	641	1	10	4	16	389	1	0
6412	0	3	3	642	7	641	1	10	4	16	389	1	0
6420	0	1	1	643	5	641	1	10	10	16	389	2	0
6420	0	2	2	643	5	641	1	10	4	16	389	2	0
6420	0	3	3	643	5	641	1	10	4	16	389	2	0
6428	0	1	1	644	3	641	1	10	10	16	389	3	0
6428	0	2	2	644	3	641	1	10	4	16	389	3	0
6428	0	3	3	644	3	641	1	10	4	16	389	3	0
6444	0	1	1	645	9	645	1	10	9	16	389	0	0
6444	0	2	2	645	9	645	1	10	22	16	389	0	0
6444	0	3	3	645	9	645	1	10	34	16	389	0	0
6452	0	1	1	646	7	645	1	10	9	16	389	1	0
6452	0	2	2	646	7	645	1	10	22	16	389	1	0
6452	0	3	3	646	7	645	1	10	34	16	389	1	0
6460	0	1	1	647	5	645	1	10	9	16	389	2	0
6460	0	2	2	647	5	645	1	10	22	16	389	2	0
6460	0	3	3	647	5	645	1	10	34	16	389	2	0
6468	0	1	1	648	3	645	1	10	9	16	389	3	0
6468	0	2	2	648	3	645	1	10	22	16	389	3	0
6468	0	3	3	648	3	645	1	10	34	16	389	3	0
6484	0	1	1	649	9	649	1	10	2	16	389	0	0
6484	0	2	2	649	9	649	1	10	16	16	389	0	0
6484	0	3	3	649	9	649	1	10	31	16	389	0	0
6484	0	5	5	649	9	649	1	10	11	16	389	0	0
6492	0	1	1	650	7	649	1	10	2	16	389	1	0
6492	0	2	2	650	7	649	1	10	16	16	389	1	0
6492	0	3	3	650	7	649	1	10	31	16	389	1	0
6492	0	5	5	650	7	649	1	10	11	16	389	1	0
6500	0	1	1	651	5	649	1	10	2	16	389	2	0
6500	0	2	2	651	5	649	1	10	16	16	389	2	0
6500	0	3	3	651	5	649	1	10	31	16	389	2	0
6500	0	5	5	651	5	649	1	10	11	16	389	2	0
6508	0	1	1	652	3	649	1	10	2	16	389	3	0
6508	0	2	2	652	3	649	1	10	16	16	389	3	0
6508	0	3	3	652	3	649	1	10	31	16	389	3	0
6508	0	5	5	652	3	649	1	10	11	16	389	3	0
6524	0	1	1	653	9	653	1	10	37	16	389	0	0
6524	0	2	2	653	9	653	1	10	29	16	389	0	0
6524	0	3	3	653	9	653	1	10	2	16	389	0	0
6532	0	1	1	654	7	653	1	10	37	16	389	1	0
6532	0	2	2	654	7	653	1	10	29	16	389	1	0
6532	0	3	3	654	7	653	1	10	2	16	389	1	0
6540	0	1	1	655	5	653	1	10	37	16	389	2	0
6540	0	2	2	655	5	653	1	10	29	16	389	2	0
6540	0	3	3	655	5	653	1	10	2	16	389	2	0
6548	0	1	1	656	3	653	1	10	37	16	389	3	0
6548	0	2	2	656	3	653	1	10	29	16	389	3	0
6548	0	3	3	656	3	653	1	10	2	16	389	3	0
6564	0	1	1	657	9	657	1	10	35	16	389	0	0
6564	0	2	2	657	9	657	1	10	13	16	389	0	0
6572	0	1	1	658	7	657	1	10	35	16	389	1	0
6572	0	2	2	658	7	657	1	10	13	16	389	1	0
6580	0	1	1	659	5	657	1	10	35	16	389	2	0
6580	0	2	2	659	5	657	1	10	13	16	389	2	0
6588	0	1	1	660	3	657	1	10	35	16	389	3	0
6588	0	2	2	660	3	657	1	10	13	16	389	3	0
6604	0	1	1	661	9	661	1	10	17	16	389	0	0
6604	0	2	2	661	9	661	1	10	7	16	389	0	0
6604	0	4	4	661	9	661	1	10	37	16	389	0	0
6612	0	1	1	662	7	661	1	10	17	16	389	1	0
6612	0	2	2	662	7	661	1	10	7	16	389	1	0
6612	0	4	4	662	7	661	1	10	37	16	389	1	0
6620	0	1	1	663	5	661	1	10	17	16	389	2	0
6620	0	2	2	663	5	661	1	10	7	16	389	2	0
6620	0	4	4	663	5	661	1	10	37	16	389	2	0
6628	0	1	1	664	3	661	1	10	17	16	389	3	0
6628	0	2	2	664	3	661	1	10	7	16	389	3	0
6628	0	4	4	664	3	661	1	10	37	16	389	3	0
6644	0	1	1	665	9	665	1	10	40	16	389	0	0
6644	0	2	2	665	9	665	1	10	18	16	389	0	0
6644	0	3	3	665	9	665	1	10	11	16	389	0	0
6652	0	1	1	666	7	665	1	10	40	16	389	1	0
6652	0	2	2	666	7	665	1	10	18	16	389	1	0
6652	0	3	3	666	7	665	1	10	11	16	389	1	0
6660	0	1	1	667	5	665	1	10	40	16	389	2	0
6660	0	2	2	667	5	665	1	10	18	16	389	2	0
6660	0	3	3	667	5	665	1	10	11	16	389	2	0
6668	0	1	1	668	3	665	1	10	40	16	389	3	0
6668	0	2	2	668	3	665	1	10	18	16	389	3	0
6668	0	3	3	668	3	665	1	10	11	16	389	3	0
6684	0	1	1	669	9	669	1	10	0	16	389	0	0
6684	0	2	2	669	9	669	1	10	2	16	389	0	0
6684	0	5	5	669	9	669	1	10	4	16	389	0	0
6692	0	1	1	670	7	669	1	10	0	16	389	1	0
6692	0	2	2	670	7	669	1	10	2	16	389	1	0
6692	0	5	5	670	7	669	1	10	4	16	389	1	0
6700	0	1	1	671	5	669	1	10	0	16	389	2	0
6700	0	2	2	671	5	669	1	10	2	16	389	2	0
6700	0	5	5	671	5	669	1	10	4	16	389	2	0
6708	0	1	1	672	3	669	1	10	0	16	389	3	0
6708	0	2	2	672	3	669	1	10	2	16	389	3	0
6708	0	5	5	672	3	669	1	10	4	16	389	3	0
6724	0	1	1	673	9	673	1	10	8	16	389	0	0
6724	0	2	2	673	9	673	1	10	8	16	389	0	0
6724	0	3	3	673	9	673	1	10	14	16	389	0	0
6732	0	1	1	674	7	673	1	10	8	16	389	1	0
6732	0	2	2	674	7	673	1	10	8	16	389	1	0
6732	0	3	3	674	7	673	1	10	14	16	389	1	0
6740	0	1	1	675	5	673	1	10	8	16	389	2	0
6740	0	2	2	675	5	673	1	10	8	16	389	2	0
6740	0	3	3	675	5	673	1	10	14	16	389	2	0
6748	0	1	1	676	3	673	1	10	8	16	389	3	0
6748	0	2	2	676	3	673	1	10	8	16	389	3	0
6748	0	3	3	676	3	673	1	10	14	16	389	3	0
6764	0	1	1	677	9	677	1	10	24	16	389	0	0
6764	0	2	2	677	9	677	1	10	5	16	389	0	0
6764	0	3	3	677	9	677	1	10	18	16	389	0	0
6772	0	1	1	678	7	677	1	10	24	16	389	1	0
6772	0	2	2	678	7	677	1	10	5	16	389	1	0
6772	0	3	3	678	7	677	1	10	18	16	389	1	0
6780	0	1	1	679	5	677	1	10	24	16	389	2	0
6780	0	2	2	679	5	677	1	10	5	16	389	2	0
6780	0	3	3	679	5	677	1	10	18	16	389	2	0
6788	0	1	1	680	3	677	1	10	24	16	389	3	0
6788	0	2	2	680	3	677	1	10	5	16	389	3	0
6788	0	3	3	680	3	677	1	10	18	16	389	3	0
6804	0	1	1	681	9	681	1	10	12	16	389	0	0
6804	0	2	2	681	9	681	1	10	5	16	389	0	0
6804	0	3	3	681	9	681	1	10	8	16	389	0	0
6812	0	1	1	682	7	681	1	10	12	16	389	1	0
6812	0	2	2	682	7	681	1	10	5	16	389	1	0
6812	0	3	3	682	7	681	1	10	8	16	389	1	0
6820	0	1	1	683	5	681	1	10	12	16	389	2	0
6820	0	2	2	683	5	681	1	10	5	16	389	2	0
6820	0	3	3	683	5	681	1	10	8	16	389	2	0
6828	0	1	1	684	3	681	1	10	12	16	389	3	0
6828	0	2	2	684	3	681	1	10	5	16	389	3	0
6828	0	3	3	684	3	681	1	10	8	16	389	3	0
6844	0	1	1	685	9	685	1	10	20	16	389	0	0
6844	0	2	2	685	9	685	1	10	38	16	389	0	0
6844	0	3	3	685	9	685	1	10	24	16	389	0	0
6852	0	1	1	686	7	685	1	10	20	16	389	1	0
6852	0	2	2	686	7	685	1	10	38	16	389	1	0
6852	0	3	3	686	7	685	1	10	24	16	389	1	0
6860	0	1	1	687	5	685	1	10	20	16	389	2	0
6860	0	2	2	687	5	685	1	10	38	16	389	2	0
6860	0	3	3	687	5	685	1	10	24	16	389	2	0
6868	0	1	1	688	3	685	1	10	20	16	389	3	0
6868	0	2	2	688	3	685	1	10	38	16	389	3	0
6868	0	3	3	688	3	685	1	10	24	16	389	3	0
6884	0	1	1	689	9	689	1	10	26	16	389	0	0
6884	0	2	2	689	9	689	1	10	15	16	389	0	0
6892	0	1	1	690	7	689	1	10	26	16	389	1	0
6892	0	2	2	690	7	689	1	10	15	16	389	1	0
6900	0	1	1	691	5	689	1	10	26	16	389	2	0
6900	0	2	2	691	5	689	1	10	15	16	389	2	0
6908	0	1	1	692	3	689	1	10	26	16	389	3	0
6908	0	2	2	692	3	689	1	10	15	16	389	3	0
6924	0	1	1	693	9	693	1	10	40	16	389	0	0
6924	0	2	2	693	9	693	1	10	25	16	389	0	0
6932	0	1	1	694	7	693	1	10	40	16	389	1	0
6932	0	2	2	694	7	693	1	10	25	16	389	1	0
6940	0	1	1	695	5	693	1	10	40	16	389	2	0
6940	0	2	2	695	5	693	1	10	25	16	389	2	0
6948	0	1	1	696	3	693	1	10	40	16	389	3	0
6948	0	2	2	696	3	693	1	10	25	16	389	3	0
6964	0	1	1	697	9	697	1	10	33	16	389	0	0
6964	0	2	2	697	9	697	1	10	28	16	389	0	0
6972	0	1	1	698	7	697	1	10	33	16	389	1	0
6972	0	2	2	698	7	697	1	10	28	16	389	1	0
6980	0	1	1	699	5	697	1	10	33	16	389	2	0
6980	0	2	2	699	5	697	1	10	28	16	389	2	0
6988	0	1	1	700	3	697	1	10	33	16	389	3	0
6988	0	2	2	700	3	697	1	10	28	16	389	3	0
7004	0	1	1	701	9	701	1	10	5	16	389	0	0
7004	0	2	2	701	9	701	1	10	39	16	389	0	0
7012	0	1	1	702	7	701	1	10	5	16	389	1	0
7012	0	2	2	702	7	701	1	10	39	16	389	1	0
7020	0	1	1	703	5	701	1	10	5	16	389	2	0
7020	0	2	2	703	5	701	1	10	39	16	389	2	0
7028	0	1	1	704	3	701	1	10	5	16	389	3	0
7028	0	2	2	704	3	701	1	10	39	16	389	3	0
7044	0	1	1	705	9	705	1	10	22	16	389	0	0
7044	0	2	2	705	9	705	1	10	4	16	389	0	0
7044	0	3	3	705	9	705	1	10	40	16	389	0	0
7052	0	1	1	706	7	705	1	10	22	16	389	1	0
7052	0	2	2	706	7	705	1	10	4	16	389	1	0
7052	0	3	3	706	7	705	1	10	40	16	389	1	0
7060	0	1	1	707	5	705	1	10	22	16	389	2	0
7060	0	2	2	707	5	705	1	10	4	16	389	2	0
7060	0	3	3	707	5	705	1	10	40	16	389	2	0
7068	0	1	1	708	3	705	1	10	22	16	389	3	0
7068	0	2	2	708	3	705	1	10	4	16	389	3	0
7068	0	3	3	708	3	705	1	10	40	16	389	3	0
7084	0	1	1	709	9	709	1	10	22	16	389	0	0
7084	0	2	2	709	9	709	1	10	28	16	389	0	0
7084	0	3	3	709	9	709	1	10	1	16	389	0	0
7092	0	1	1	710	7	709	1	10	22	16	389	1	0
7092	0	2	2	710	7	709	1	10	28	16	389	1	0
7092	0	3	3	710	7	709	1	10	1	16	389	1	0
7100	0	1	1	711	5	709	1	10	22	16	389	2	0
7100	0	2	2	711	5	709	1	10	28	16	389	2	0
7100	0	3	3	711	5	709	1	10	1	16	389	2	0
7108	0	1	1	712	3	709	1	10	22	16	389	3	0
7108	0	2	2	712	3	709	1	10	28	16	389	3	0
7108	0	3	3	712	3	709	1	10	1	16	389	3	0
7124	0	1	1	713	9	713	1	10	37	16	389	0	0
7124	0	2	2	713	9	713	1	10	24	16	389	0	0
7124	0	3	3	713	9	713	1	10	20	16	389	0	0
7132	0	1	1	714	7	713	1	10	37	16	389	1	0
7132	0	2	2	714	7	713	1	10	24	16	389	1	0
7132	0	3	3	714	7	713	1	10	20	16	389	1	0
7140	0	1	1	715	5	713	1	10	37	16	389	2	0
7140	0	2	2	715	5	713	1	10	24	16	389	2	0
7140	0	3	3	715	5	713	1	10	20	16	389	2	0
7148	0	1	1	716	3	713	1	10	37	16	389	3	0
7148	0	2	2	716	3	713	1	10	24	16	389	3	0
7148	0	3	3	716	3	713	1	10	20	16	389	3	0
7164	0	1	1	717	9	717	1	10	13	16	389	0	0
7164	0	2	2	717	9	717	1	10	35	16	389	0	0
7164	0	3	3	717	9	717	1	10	14	16	389	0	0
7172	0	1	1	718	7	717	1	10	13	16	389	1	0
7172	0	2	2	718	7	717	1	10	35	16	389	1	0
7172	0	3	3	718	7	717	1	10	14	16	389	1	0
7180	0	1	1	719	5	717	1	10	13	16	389	2	0
7180	0	2	2	719	5	717	1	10	35	16	389	2	0
7180	0	3	3	719	5	717	1	10	14	16	389	2	0
7188	0	1	1	720	3	717	1	10	13	16	389	3	0
7188	0	2	2	720	3	717	1	10	35	16	389	3	0
7188	0	3	3	720	3	717	1	10	14	16	389	3	0
