% time	cellId	IMSI	RNTI	resPscch	sizeTb	hopping	hoppingInfo	psschRbLen	psschStartRb	iTrp	mcs	l1GroupDstId	correct
2920	0	1	2	24	6	0	255	10	4	0	16	255	1
2920	0	3	2	24	6	0	255	10	4	0	16	255	1
2920	0	4	2	24	6	0	255	10	4	0	16	255	1
2920	0	5	2	24	6	0	255	10	4	0	16	255	1
2922	0	2	1	26	6	0	255	10	16	0	16	255	1
2922	0	3	1	26	6	0	255	10	16	0	16	255	1
2922	0	4	1	26	6	0	255	10	16	0	16	255	1
2922	0	5	1	26	6	0	255	10	16	0	16	255	1
2924	0	1	2	24	6	0	255	10	4	0	16	255	1
2924	0	3	2	24	6	0	255	10	4	0	16	255	1
2924	0	4	2	24	6	0	255	10	4	0	16	255	1
2924	0	5	2	24	6	0	255	10	4	0	16	255	1
2926	0	2	1	26	6	0	255	10	16	0	16	255	1
2926	0	3	1	26	6	0	255	10	16	0	16	255	1
2926	0	4	1	26	6	0	255	10	16	0	16	255	1
2926	0	5	1	26	6	0	255	10	16	0	16	255	1
2960	0	1	2	80	6	0	255	10	1	0	16	255	1
2960	0	3	2	80	6	0	255	10	1	0	16	255	1
2960	0	4	2	80	6	0	255	10	1	0	16	255	1
2960	0	5	2	80	6	0	255	10	1	0	16	255	1
2961	0	2	1	169	6	0	255	10	17	0	16	255	1
2961	0	3	1	169	6	0	255	10	17	0	16	255	1
2961	0	4	1	169	6	0	255	10	17	0	16	255	1
2961	0	5	1	169	6	0	255	10	17	0	16	255	1
2962	0	2	1	169	6	0	255	10	17	0	16	255	1
2962	0	3	1	169	6	0	255	10	17	0	16	255	1
2962	0	4	1	169	6	0	255	10	17	0	16	255	1
2962	0	5	1	169	6	0	255	10	17	0	16	255	1
2964	0	1	2	80	6	0	255	10	1	0	16	255	1
2964	0	1	3	151	6	0	255	10	37	0	16	255	1
2964	0	4	3	151	6	0	255	10	37	0	16	255	1
2964	0	4	2	80	6	0	255	10	1	0	16	255	1
2964	0	5	3	151	6	0	255	10	37	0	16	255	1
2964	0	5	2	80	6	0	255	10	1	0	16	255	1
2967	0	1	3	151	6	0	255	10	37	0	16	255	1
2967	0	2	3	151	6	0	255	10	37	0	16	255	1
2967	0	4	3	151	6	0	255	10	37	0	16	255	1
2967	0	5	3	151	6	0	255	10	37	0	16	255	1
3003	0	1	3	123	6	0	255	10	30	0	16	255	1
3003	0	1	4	52	6	0	255	10	7	0	16	255	1
3003	0	2	3	123	6	0	255	10	30	0	16	255	1
3003	0	2	4	52	6	0	255	10	7	0	16	255	1
3003	0	5	4	52	6	0	255	10	7	0	16	255	1
3003	0	5	3	123	6	0	255	10	30	0	16	255	1
3004	0	1	2	151	6	0	255	10	39	0	16	255	1
3004	0	1	4	52	6	0	255	10	7	0	16	255	1
3004	0	3	2	151	6	0	255	10	39	0	16	255	1
3004	0	3	4	52	6	0	255	10	7	0	16	255	1
3004	0	5	4	52	6	0	255	10	7	0	16	255	1
3004	0	5	2	151	6	0	255	10	39	0	16	255	1
3005	0	2	1	117	6	0	255	10	28	0	16	255	1
3005	0	2	3	123	6	0	255	10	30	0	16	255	1
3005	0	4	3	123	6	0	255	10	30	0	16	255	1
3005	0	4	1	117	6	0	255	10	28	0	16	255	1
3005	0	5	3	123	6	0	255	10	30	0	16	255	1
3005	0	5	1	117	6	0	255	10	28	0	16	255	1
3006	0	2	1	117	6	0	255	10	28	0	16	255	1
3006	0	2	5	6	6	0	255	10	0	0	16	255	1
3006	0	3	1	117	6	0	255	10	28	0	16	255	1
3006	0	3	5	6	6	0	255	10	0	0	16	255	1
3006	0	4	5	6	6	0	255	10	0	0	16	255	1
3006	0	4	1	117	6	0	255	10	28	0	16	255	1
3007	0	1	2	151	6	0	255	10	39	0	16	255	1
3007	0	1	5	6	6	0	255	10	0	0	16	255	1
3007	0	3	2	151	6	0	255	10	39	0	16	255	1
3007	0	3	5	6	6	0	255	10	0	0	16	255	1
3007	0	4	5	6	6	0	255	10	0	0	16	255	1
3007	0	4	2	151	6	0	255	10	39	0	16	255	1
3041	0	1	2	89	6	0	255	10	30	0	16	255	1
3041	0	3	2	89	6	0	255	10	30	0	16	255	1
3041	0	4	2	89	6	0	255	10	30	0	16	255	1
3041	0	5	2	89	6	0	255	10	30	0	16	255	1
3044	0	2	1	95	6	0	255	10	28	0	16	255	1
3044	0	3	1	95	6	0	255	10	28	0	16	255	1
3044	0	4	1	95	6	0	255	10	28	0	16	255	1
3044	0	5	1	95	6	0	255	10	28	0	16	255	1
3046	0	1	2	89	6	0	255	10	30	0	16	255	1
3046	0	3	2	89	6	0	255	10	30	0	16	255	1
3046	0	4	2	89	6	0	255	10	30	0	16	255	1
3046	0	5	2	89	6	0	255	10	30	0	16	255	1
3047	0	2	1	95	6	0	255	10	28	0	16	255	1
3047	0	3	1	95	6	0	255	10	28	0	16	255	1
3047	0	4	1	95	6	0	255	10	28	0	16	255	1
3047	0	5	1	95	6	0	255	10	28	0	16	255	1
3080	0	1	2	105	6	0	255	10	34	0	16	255	1
3080	0	3	2	105	6	0	255	10	34	0	16	255	1
3080	0	4	2	105	6	0	255	10	34	0	16	255	1
3080	0	5	2	105	6	0	255	10	34	0	16	255	1
3081	0	1	2	105	6	0	255	10	34	0	16	255	1
3081	0	3	2	105	6	0	255	10	34	0	16	255	1
3081	0	4	2	105	6	0	255	10	34	0	16	255	1
3081	0	5	2	105	6	0	255	10	34	0	16	255	1
3082	0	2	1	138	6	0	255	10	8	0	16	255	1
3082	0	3	1	138	6	0	255	10	8	0	16	255	1
3082	0	4	1	138	6	0	255	10	8	0	16	255	1
3082	0	5	1	138	6	0	255	10	8	0	16	255	1
3086	0	2	1	138	6	0	255	10	8	0	16	255	1
3086	0	3	1	138	6	0	255	10	8	0	16	255	1
3086	0	4	1	138	6	0	255	10	8	0	16	255	1
3086	0	5	1	138	6	0	255	10	8	0	16	255	1
3121	0	1	2	25	6	0	255	10	19	0	16	255	1
3121	0	3	2	25	6	0	255	10	19	0	16	255	1
3121	0	4	2	25	6	0	255	10	19	0	16	255	1
3121	0	5	2	25	6	0	255	10	19	0	16	255	1
3123	0	2	1	171	6	0	255	10	31	0	16	255	1
3123	0	3	1	171	6	0	255	10	31	0	16	255	1
3123	0	4	1	171	6	0	255	10	31	0	16	255	1
3123	0	5	1	171	6	0	255	10	31	0	16	255	1
3124	0	2	1	171	6	0	255	10	31	0	16	255	1
3124	0	3	1	171	6	0	255	10	31	0	16	255	1
3124	0	4	1	171	6	0	255	10	31	0	16	255	1
3124	0	5	1	171	6	0	255	10	31	0	16	255	1
3125	0	1	2	25	6	0	255	10	19	0	16	255	1
3125	0	3	2	25	6	0	255	10	19	0	16	255	1
3125	0	4	2	25	6	0	255	10	19	0	16	255	1
3125	0	5	2	25	6	0	255	10	19	0	16	255	1
3161	0	2	1	92	6	0	255	10	32	0	16	255	1
3161	0	3	1	92	6	0	255	10	32	0	16	255	1
3161	0	4	1	92	6	0	255	10	32	0	16	255	1
3161	0	5	1	92	6	0	255	10	32	0	16	255	1
3163	0	1	2	19	6	0	255	10	37	0	16	255	1
3163	0	3	2	19	6	0	255	10	37	0	16	255	1
3163	0	4	2	19	6	0	255	10	37	0	16	255	1
3163	0	5	2	19	6	0	255	10	37	0	16	255	1
3164	0	2	1	92	6	0	255	10	32	0	16	255	1
3164	0	3	1	92	6	0	255	10	32	0	16	255	1
3164	0	4	1	92	6	0	255	10	32	0	16	255	1
3164	0	5	1	92	6	0	255	10	32	0	16	255	1
3166	0	1	2	19	6	0	255	10	37	0	16	255	1
3166	0	3	2	19	6	0	255	10	37	0	16	255	1
3166	0	4	2	19	6	0	255	10	37	0	16	255	1
3166	0	5	2	19	6	0	255	10	37	0	16	255	1
3203	0	2	1	131	6	0	255	10	18	0	16	255	1
3203	0	3	1	131	6	0	255	10	18	0	16	255	1
3203	0	4	1	131	6	0	255	10	18	0	16	255	1
3203	0	5	1	131	6	0	255	10	18	0	16	255	1
3206	0	3	2	167	6	0	255	10	24	0	16	255	1
3206	0	3	1	131	6	0	255	10	18	0	16	255	1
3206	0	4	2	167	6	0	255	10	24	0	16	255	1
3206	0	4	1	131	6	0	255	10	18	0	16	255	1
3206	0	5	2	167	6	0	255	10	24	0	16	255	1
3206	0	5	1	131	6	0	255	10	18	0	16	255	1
3207	0	1	2	167	6	0	255	10	24	0	16	255	1
3207	0	3	2	167	6	0	255	10	24	0	16	255	1
3207	0	4	2	167	6	0	255	10	24	0	16	255	1
3207	0	5	2	167	6	0	255	10	24	0	16	255	1
3243	0	2	1	75	6	0	255	10	31	0	16	255	1
3243	0	2	3	31	6	0	255	10	0	0	16	255	1
3243	0	4	3	31	6	0	255	10	0	0	16	255	1
3243	0	4	1	75	6	0	255	10	31	0	16	255	1
3243	0	5	3	31	6	0	255	10	0	0	16	255	1
3243	0	5	1	75	6	0	255	10	31	0	16	255	1
3245	0	1	2	103	6	0	255	10	15	0	16	255	1
3245	0	3	2	103	6	0	255	10	15	0	16	255	1
3245	0	4	2	103	6	0	255	10	15	0	16	255	1
3245	0	5	2	103	6	0	255	10	15	0	16	255	1
3246	0	2	1	75	6	0	255	10	31	0	16	255	1
3246	0	3	1	75	6	0	255	10	31	0	16	255	1
3246	0	4	1	75	6	0	255	10	31	0	16	255	1
3246	0	5	1	75	6	0	255	10	31	0	16	255	1
3247	0	1	2	103	6	0	255	10	15	0	16	255	1
3247	0	1	3	31	6	0	255	10	0	0	16	255	1
3247	0	4	3	31	6	0	255	10	0	0	16	255	1
3247	0	4	2	103	6	0	255	10	15	0	16	255	1
3247	0	5	3	31	6	0	255	10	0	0	16	255	1
3247	0	5	2	103	6	0	255	10	15	0	16	255	1
3280	0	2	1	140	6	0	255	10	30	0	16	255	1
3280	0	3	1	140	6	0	255	10	30	0	16	255	1
3280	0	4	1	140	6	0	255	10	30	0	16	255	1
3280	0	5	1	140	6	0	255	10	30	0	16	255	1
3281	0	1	2	113	6	0	255	10	14	0	16	255	1
3281	0	1	3	9	6	0	255	10	39	0	16	255	1
3281	0	4	3	9	6	0	255	10	39	0	16	255	1
3281	0	4	2	113	6	0	255	10	14	0	16	255	1
3281	0	5	3	9	6	0	255	10	39	0	16	255	1
3281	0	5	2	113	6	0	255	10	14	0	16	255	1
3282	0	1	2	113	6	0	255	10	14	0	16	255	1
3282	0	3	2	113	6	0	255	10	14	0	16	255	1
3282	0	4	2	113	6	0	255	10	14	0	16	255	1
3282	0	5	2	113	6	0	255	10	14	0	16	255	1
3283	0	1	3	9	6	0	255	10	39	0	16	255	1
3283	0	2	3	9	6	0	255	10	39	0	16	255	1
3283	0	4	3	9	6	0	255	10	39	0	16	255	1
3283	0	5	3	9	6	0	255	10	39	0	16	255	1
3284	0	2	1	140	6	0	255	10	30	0	16	255	1
3284	0	3	1	140	6	0	255	10	30	0	16	255	1
3284	0	4	1	140	6	0	255	10	30	0	16	255	1
3284	0	5	1	140	6	0	255	10	30	0	16	255	1
3321	0	1	3	25	6	0	255	10	11	0	16	255	1
3321	0	2	3	25	6	0	255	10	11	0	16	255	1
3321	0	4	3	25	6	0	255	10	11	0	16	255	1
3321	0	5	3	25	6	0	255	10	11	0	16	255	1
3323	0	2	1	171	6	0	255	10	5	0	16	255	1
3323	0	3	1	171	6	0	255	10	5	0	16	255	1
3323	0	4	1	171	6	0	255	10	5	0	16	255	1
3323	0	5	1	171	6	0	255	10	5	0	16	255	1
3324	0	2	1	171	6	0	255	10	5	0	16	255	1
3324	0	3	1	171	6	0	255	10	5	0	16	255	1
3324	0	4	1	171	6	0	255	10	5	0	16	255	1
3324	0	5	1	171	6	0	255	10	5	0	16	255	1
3325	0	1	2	173	6	0	255	10	27	0	16	255	1
3325	0	1	3	25	6	0	255	10	11	0	16	255	1
3325	0	4	3	25	6	0	255	10	11	0	16	255	1
3325	0	4	2	173	6	0	255	10	27	0	16	255	1
3325	0	5	3	25	6	0	255	10	11	0	16	255	1
3325	0	5	2	173	6	0	255	10	27	0	16	255	1
3326	0	1	2	173	6	0	255	10	27	0	16	255	1
3326	0	3	2	173	6	0	255	10	27	0	16	255	1
3326	0	4	2	173	6	0	255	10	27	0	16	255	1
3326	0	5	2	173	6	0	255	10	27	0	16	255	1
3360	0	2	1	21	6	0	255	10	40	0	16	255	1
3360	0	2	3	112	6	0	255	10	13	0	16	255	1
3360	0	4	3	112	6	0	255	10	13	0	16	255	1
3360	0	4	1	21	6	0	255	10	40	0	16	255	1
3360	0	5	3	112	6	0	255	10	13	0	16	255	1
3360	0	5	1	21	6	0	255	10	40	0	16	255	1
3361	0	1	3	112	6	0	255	10	13	0	16	255	1
3361	0	2	3	112	6	0	255	10	13	0	16	255	1
3361	0	4	3	112	6	0	255	10	13	0	16	255	1
3361	0	5	3	112	6	0	255	10	13	0	16	255	1
3365	0	3	2	159	6	0	255	10	3	0	16	255	1
3365	0	3	1	21	6	0	255	10	40	0	16	255	1
3365	0	4	2	159	6	0	255	10	3	0	16	255	1
3365	0	4	1	21	6	0	255	10	40	0	16	255	1
3365	0	5	2	159	6	0	255	10	3	0	16	255	1
3365	0	5	1	21	6	0	255	10	40	0	16	255	1
3367	0	1	2	159	6	0	255	10	3	0	16	255	1
3367	0	3	2	159	6	0	255	10	3	0	16	255	1
3367	0	4	2	159	6	0	255	10	3	0	16	255	1
3367	0	5	2	159	6	0	255	10	3	0	16	255	1
3400	0	2	1	35	6	0	255	10	19	0	16	255	1
3400	0	3	1	35	6	0	255	10	19	0	16	255	1
3400	0	4	1	35	6	0	255	10	19	0	16	255	1
3400	0	5	1	35	6	0	255	10	19	0	16	255	1
3401	0	1	4	41	6	0	255	10	37	0	16	255	1
3401	0	2	4	41	6	0	255	10	37	0	16	255	1
3401	0	3	4	41	6	0	255	10	37	0	16	255	1
3401	0	5	4	41	6	0	255	10	37	0	16	255	1
3403	0	2	1	35	6	0	255	10	19	0	16	255	1
3403	0	3	1	35	6	0	255	10	19	0	16	255	1
3403	0	4	1	35	6	0	255	10	19	0	16	255	1
3403	0	5	1	35	6	0	255	10	19	0	16	255	1
3406	0	1	2	118	6	0	255	10	26	0	16	255	1
3406	0	3	2	118	6	0	255	10	26	0	16	255	1
3406	0	4	2	118	6	0	255	10	26	0	16	255	1
3406	0	5	2	118	6	0	255	10	26	0	16	255	1
3407	0	1	2	118	6	0	255	10	26	0	16	255	1
3407	0	1	4	41	6	0	255	10	37	0	16	255	1
3407	0	3	2	118	6	0	255	10	26	0	16	255	1
3407	0	3	4	41	6	0	255	10	37	0	16	255	1
3407	0	5	4	41	6	0	255	10	37	0	16	255	1
3407	0	5	2	118	6	0	255	10	26	0	16	255	1
3444	0	1	3	172	6	0	255	10	31	0	16	255	1
3444	0	2	3	172	6	0	255	10	31	0	16	255	1
3444	0	4	3	172	6	0	255	10	31	0	16	255	1
3444	0	5	3	172	6	0	255	10	31	0	16	255	1
3445	0	4	3	172	6	0	255	10	31	0	16	255	1
3445	0	4	2	173	6	0	255	10	25	0	16	255	1
3445	0	4	1	125	6	0	255	10	30	0	16	255	1
3445	0	5	3	172	6	0	255	10	31	0	16	255	1
3445	0	5	2	173	6	0	255	10	25	0	16	255	1
3445	0	5	1	125	6	0	255	10	30	0	16	255	1
3446	0	1	2	173	6	0	255	10	25	0	16	255	1
3446	0	3	2	173	6	0	255	10	25	0	16	255	1
3446	0	4	2	173	6	0	255	10	25	0	16	255	1
3446	0	5	2	173	6	0	255	10	25	0	16	255	1
3447	0	2	1	125	6	0	255	10	30	0	16	255	1
3447	0	3	1	125	6	0	255	10	30	0	16	255	1
3447	0	4	1	125	6	0	255	10	30	0	16	255	1
3447	0	5	1	125	6	0	255	10	30	0	16	255	1
3485	0	1	2	125	6	0	255	10	1	0	16	255	1
3485	0	3	2	125	6	0	255	10	1	0	16	255	1
3485	0	4	2	125	6	0	255	10	1	0	16	255	1
3485	0	5	2	125	6	0	255	10	1	0	16	255	1
3486	0	2	1	55	6	0	255	10	1	0	16	255	1
3486	0	3	1	55	6	0	255	10	1	0	16	255	1
3486	0	4	1	55	6	0	255	10	1	0	16	255	1
3486	0	5	1	55	6	0	255	10	1	0	16	255	1
3487	0	3	2	125	6	0	255	10	1	0	16	255	1
3487	0	3	1	55	6	0	255	10	1	0	16	255	1
3487	0	4	2	125	6	0	255	10	1	0	16	255	1
3487	0	4	1	55	6	0	255	10	1	0	16	255	1
3487	0	5	2	125	6	0	255	10	1	0	16	255	1
3487	0	5	1	55	6	0	255	10	1	0	16	255	1
3521	0	1	2	106	6	0	255	10	6	0	16	255	1
3521	0	3	2	106	6	0	255	10	6	0	16	255	1
3521	0	4	2	106	6	0	255	10	6	0	16	255	1
3521	0	5	2	106	6	0	255	10	6	0	16	255	1
3522	0	3	2	106	6	0	255	10	6	0	16	255	1
3522	0	3	1	26	6	0	255	10	30	0	16	255	1
3522	0	3	5	82	6	0	255	10	24	0	16	255	1
3522	0	4	5	82	6	0	255	10	24	0	16	255	1
3522	0	4	2	106	6	0	255	10	6	0	16	255	1
3522	0	4	1	26	6	0	255	10	30	0	16	255	1
3526	0	2	1	26	6	0	255	10	30	0	16	255	1
3526	0	2	5	82	6	0	255	10	24	0	16	255	1
3526	0	3	1	26	6	0	255	10	30	0	16	255	1
3526	0	3	5	82	6	0	255	10	24	0	16	255	1
3526	0	4	5	82	6	0	255	10	24	0	16	255	1
3526	0	4	1	26	6	0	255	10	30	0	16	255	1
3564	0	3	2	102	6	0	255	10	33	0	16	255	1
3564	0	3	1	53	6	0	255	10	24	0	16	255	1
3564	0	4	2	102	6	0	255	10	33	0	16	255	1
3564	0	4	1	53	6	0	255	10	24	0	16	255	1
3564	0	5	2	102	6	0	255	10	33	0	16	255	1
3564	0	5	1	53	6	0	255	10	24	0	16	255	1
3565	0	2	1	53	6	0	255	10	24	0	16	255	1
3565	0	3	1	53	6	0	255	10	24	0	16	255	1
3565	0	4	1	53	6	0	255	10	24	0	16	255	1
3565	0	5	1	53	6	0	255	10	24	0	16	255	1
3566	0	1	2	102	6	0	255	10	33	0	16	255	1
3566	0	3	2	102	6	0	255	10	33	0	16	255	1
3566	0	4	2	102	6	0	255	10	33	0	16	255	1
3566	0	5	2	102	6	0	255	10	33	0	16	255	1
3601	0	1	2	92	6	0	255	10	7	0	16	255	1
3601	0	3	2	92	6	0	255	10	7	0	16	255	1
3601	0	4	2	92	6	0	255	10	7	0	16	255	1
3601	0	5	2	92	6	0	255	10	7	0	16	255	1
3602	0	2	1	170	6	0	255	10	12	0	16	255	1
3602	0	3	1	170	6	0	255	10	12	0	16	255	1
3602	0	4	1	170	6	0	255	10	12	0	16	255	1
3602	0	5	1	170	6	0	255	10	12	0	16	255	1
3603	0	2	1	170	6	0	255	10	12	0	16	255	1
3603	0	3	1	170	6	0	255	10	12	0	16	255	1
3603	0	4	1	170	6	0	255	10	12	0	16	255	1
3603	0	5	1	170	6	0	255	10	12	0	16	255	1
3604	0	1	2	92	6	0	255	10	7	0	16	255	1
3604	0	3	2	92	6	0	255	10	7	0	16	255	1
3604	0	4	2	92	6	0	255	10	7	0	16	255	1
3604	0	5	2	92	6	0	255	10	7	0	16	255	1
3640	0	2	1	49	6	0	255	10	37	0	16	255	1
3640	0	3	1	49	6	0	255	10	37	0	16	255	1
3640	0	4	1	49	6	0	255	10	37	0	16	255	1
3640	0	5	1	49	6	0	255	10	37	0	16	255	1
3641	0	3	2	89	6	0	255	10	32	0	16	255	1
3641	0	3	1	49	6	0	255	10	37	0	16	255	1
3641	0	4	2	89	6	0	255	10	32	0	16	255	1
3641	0	4	1	49	6	0	255	10	37	0	16	255	1
3641	0	5	2	89	6	0	255	10	32	0	16	255	1
3641	0	5	1	49	6	0	255	10	37	0	16	255	1
3646	0	1	2	89	6	0	255	10	32	0	16	255	1
3646	0	3	2	89	6	0	255	10	32	0	16	255	1
3646	0	4	2	89	6	0	255	10	32	0	16	255	1
3646	0	5	2	89	6	0	255	10	32	0	16	255	1
3681	0	2	1	129	6	0	255	10	30	0	16	255	1
3681	0	2	3	89	6	0	255	10	5	0	16	255	1
3681	0	4	3	89	6	0	255	10	5	0	16	255	1
3681	0	4	1	129	6	0	255	10	30	0	16	255	1
3681	0	5	3	89	6	0	255	10	5	0	16	255	1
3681	0	5	1	129	6	0	255	10	30	0	16	255	1
3683	0	1	2	139	6	0	255	10	36	0	16	255	1
3683	0	3	2	139	6	0	255	10	36	0	16	255	1
3683	0	4	2	139	6	0	255	10	36	0	16	255	1
3683	0	5	2	139	6	0	255	10	36	0	16	255	1
3684	0	2	1	129	6	0	255	10	30	0	16	255	1
3684	0	3	1	129	6	0	255	10	30	0	16	255	1
3684	0	4	1	129	6	0	255	10	30	0	16	255	1
3684	0	5	1	129	6	0	255	10	30	0	16	255	1
3686	0	1	3	89	6	0	255	10	5	0	16	255	1
3686	0	2	3	89	6	0	255	10	5	0	16	255	1
3686	0	4	3	89	6	0	255	10	5	0	16	255	1
3686	0	5	3	89	6	0	255	10	5	0	16	255	1
3687	0	1	2	139	6	0	255	10	36	0	16	255	1
3687	0	3	2	139	6	0	255	10	36	0	16	255	1
3687	0	4	2	139	6	0	255	10	36	0	16	255	1
3687	0	5	2	139	6	0	255	10	36	0	16	255	1
3720	0	2	1	28	6	0	255	10	12	0	16	255	1
3720	0	3	1	28	6	0	255	10	12	0	16	255	1
3720	0	4	1	28	6	0	255	10	12	0	16	255	1
3720	0	5	1	28	6	0	255	10	12	0	16	255	1
3723	0	1	2	115	6	0	255	10	25	0	16	255	1
3723	0	3	2	115	6	0	255	10	25	0	16	255	1
3723	0	4	2	115	6	0	255	10	25	0	16	255	1
3723	0	5	2	115	6	0	255	10	25	0	16	255	1
3724	0	3	2	115	6	0	255	10	25	0	16	255	1
3724	0	3	1	28	6	0	255	10	12	0	16	255	1
3724	0	4	2	115	6	0	255	10	25	0	16	255	1
3724	0	4	1	28	6	0	255	10	12	0	16	255	1
3724	0	5	2	115	6	0	255	10	25	0	16	255	1
3724	0	5	1	28	6	0	255	10	12	0	16	255	1
3763	0	3	2	38	6	0	255	10	14	0	16	255	1
3763	0	3	1	108	6	0	255	10	9	0	16	255	1
3763	0	4	2	38	6	0	255	10	14	0	16	255	1
3763	0	4	1	108	6	0	255	10	9	0	16	255	1
3763	0	5	2	38	6	0	255	10	14	0	16	255	1
3763	0	5	1	108	6	0	255	10	9	0	16	255	1
3764	0	2	1	108	6	0	255	10	9	0	16	255	1
3764	0	3	1	108	6	0	255	10	9	0	16	255	1
3764	0	4	1	108	6	0	255	10	9	0	16	255	1
3764	0	5	1	108	6	0	255	10	9	0	16	255	1
3766	0	1	2	38	6	0	255	10	14	0	16	255	1
3766	0	3	2	38	6	0	255	10	14	0	16	255	1
3766	0	4	2	38	6	0	255	10	14	0	16	255	1
3766	0	5	2	38	6	0	255	10	14	0	16	255	1
3801	0	2	1	137	6	0	255	10	21	0	16	255	1
3801	0	3	1	137	6	0	255	10	21	0	16	255	1
3801	0	4	1	137	6	0	255	10	21	0	16	255	1
3801	0	5	1	137	6	0	255	10	21	0	16	255	1
3804	0	1	2	20	6	0	255	10	4	0	16	255	1
3804	0	3	2	20	6	0	255	10	4	0	16	255	1
3804	0	4	2	20	6	0	255	10	4	0	16	255	1
3804	0	5	2	20	6	0	255	10	4	0	16	255	1
3805	0	2	1	137	6	0	255	10	21	0	16	255	1
3805	0	3	1	137	6	0	255	10	21	0	16	255	1
3805	0	4	1	137	6	0	255	10	21	0	16	255	1
3805	0	5	1	137	6	0	255	10	21	0	16	255	1
3807	0	1	2	20	6	0	255	10	4	0	16	255	1
3807	0	3	2	20	6	0	255	10	4	0	16	255	1
3807	0	4	2	20	6	0	255	10	4	0	16	255	1
3807	0	5	2	20	6	0	255	10	4	0	16	255	1
3840	0	2	1	21	6	0	255	10	28	0	16	255	1
3840	0	3	1	21	6	0	255	10	28	0	16	255	1
3840	0	4	1	21	6	0	255	10	28	0	16	255	1
3840	0	5	1	21	6	0	255	10	28	0	16	255	1
3841	0	1	2	25	6	0	255	10	12	0	16	255	1
3841	0	3	2	25	6	0	255	10	12	0	16	255	1
3841	0	4	2	25	6	0	255	10	12	0	16	255	1
3841	0	5	2	25	6	0	255	10	12	0	16	255	1
3843	0	1	4	131	6	0	255	10	24	0	16	255	1
3843	0	2	4	131	6	0	255	10	24	0	16	255	1
3843	0	3	4	131	6	0	255	10	24	0	16	255	1
3843	0	5	4	131	6	0	255	10	24	0	16	255	1
3845	0	3	2	25	6	0	255	10	12	0	16	255	1
3845	0	3	1	21	6	0	255	10	28	0	16	255	1
3845	0	4	2	25	6	0	255	10	12	0	16	255	1
3845	0	4	1	21	6	0	255	10	28	0	16	255	1
3845	0	5	2	25	6	0	255	10	12	0	16	255	1
3845	0	5	1	21	6	0	255	10	28	0	16	255	1
3846	0	1	4	131	6	0	255	10	24	0	16	255	1
3846	0	2	4	131	6	0	255	10	24	0	16	255	1
3846	0	3	4	131	6	0	255	10	24	0	16	255	1
3846	0	5	4	131	6	0	255	10	24	0	16	255	1
3880	0	1	2	120	6	0	255	10	18	0	16	255	1
3880	0	1	3	126	6	0	255	10	24	0	16	255	1
3880	0	4	3	126	6	0	255	10	24	0	16	255	1
3880	0	4	2	120	6	0	255	10	18	0	16	255	1
3880	0	5	3	126	6	0	255	10	24	0	16	255	1
3880	0	5	2	120	6	0	255	10	18	0	16	255	1
3882	0	3	2	120	6	0	255	10	18	0	16	255	1
3882	0	3	1	2	6	0	255	10	8	0	16	255	1
3882	0	4	2	120	6	0	255	10	18	0	16	255	1
3882	0	4	1	2	6	0	255	10	8	0	16	255	1
3882	0	5	2	120	6	0	255	10	18	0	16	255	1
3882	0	5	1	2	6	0	255	10	8	0	16	255	1
3883	0	2	1	2	6	0	255	10	8	0	16	255	1
3883	0	3	1	2	6	0	255	10	8	0	16	255	1
3883	0	4	1	2	6	0	255	10	8	0	16	255	1
3883	0	5	1	2	6	0	255	10	8	0	16	255	1
3886	0	1	3	126	6	0	255	10	24	0	16	255	1
3886	0	2	3	126	6	0	255	10	24	0	16	255	1
3886	0	4	3	126	6	0	255	10	24	0	16	255	1
3886	0	5	3	126	6	0	255	10	24	0	16	255	1
3920	0	2	1	70	6	0	255	10	37	0	16	255	1
3920	0	3	1	70	6	0	255	10	37	0	16	255	1
3920	0	4	1	70	6	0	255	10	37	0	16	255	1
3920	0	5	1	70	6	0	255	10	37	0	16	255	1
3921	0	1	3	1	6	0	255	10	24	0	16	255	1
3921	0	2	3	1	6	0	255	10	24	0	16	255	1
3921	0	4	3	1	6	0	255	10	24	0	16	255	1
3921	0	5	3	1	6	0	255	10	24	0	16	255	1
3922	0	1	2	79	6	0	255	10	31	0	16	255	1
3922	0	1	3	1	6	0	255	10	24	0	16	255	1
3922	0	4	3	1	6	0	255	10	24	0	16	255	1
3922	0	4	2	79	6	0	255	10	31	0	16	255	1
3922	0	5	3	1	6	0	255	10	24	0	16	255	1
3922	0	5	2	79	6	0	255	10	31	0	16	255	1
3926	0	2	1	70	6	0	255	10	37	0	16	255	1
3926	0	3	1	70	6	0	255	10	37	0	16	255	1
3926	0	4	1	70	6	0	255	10	37	0	16	255	1
3926	0	5	1	70	6	0	255	10	37	0	16	255	1
3927	0	1	2	79	6	0	255	10	31	0	16	255	1
3927	0	3	2	79	6	0	255	10	31	0	16	255	1
3927	0	4	2	79	6	0	255	10	31	0	16	255	1
3927	0	5	2	79	6	0	255	10	31	0	16	255	1
3960	0	1	3	21	6	0	255	10	29	0	16	255	1
3960	0	2	3	21	6	0	255	10	29	0	16	255	1
3960	0	4	3	21	6	0	255	10	29	0	16	255	1
3960	0	5	3	21	6	0	255	10	29	0	16	255	1
3965	0	4	3	21	6	0	255	10	29	0	16	255	1
3965	0	4	2	13	6	0	255	10	8	0	16	255	1
