% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	correct	avrgSinrPerRb
5712	0	3	1	0	16	389	3	0	1	1.71295
5712	0	3	2	0	16	389	3	0	1	5.52155
5712	0	4	1	0	16	389	3	0	0	0.364577
5712	0	4	2	0	16	389	3	0	0	0.531411
5712	0	5	1	0	16	389	3	0	0	0.16486
5712	0	5	2	0	16	389	3	0	0	0.364577
5736	0	3	1	0	16	389	1	0	0	1.71295
5736	0	3	2	0	16	389	1	0	0	5.52155
5736	0	4	1	0	16	389	1	0	0	0.364577
5736	0	4	2	0	16	389	1	0	0	0.531411
5736	0	5	1	0	16	389	1	0	0	0.16486
5736	0	5	2	0	16	389	1	0	0	0.364577
5744	0	3	1	0	16	389	2	0	0	1.71295
5744	0	3	2	0	16	389	2	0	1	5.52155
5744	0	4	1	0	16	389	2	0	0	0.364577
5744	0	4	2	0	16	389	2	0	0	0.531411
5744	0	5	1	0	16	389	2	0	0	0.16486
5744	0	5	2	0	16	389	2	0	0	0.364577
5752	0	3	1	0	16	389	3	0	1	1.71295
5752	0	3	2	0	16	389	3	0	1	5.52155
5752	0	4	1	0	16	389	3	0	0	0.364577
5752	0	4	2	0	16	389	3	0	0	0.531411
5752	0	5	1	0	16	389	3	0	0	0.16486
5752	0	5	2	0	16	389	3	0	0	0.364577
5776	0	3	1	0	16	389	1	0	0	1.71295
5776	0	3	2	0	16	389	1	0	0	5.52155
5776	0	4	1	0	16	389	1	0	0	0.364577
5776	0	4	2	0	16	389	1	0	0	0.531411
5776	0	5	1	0	16	389	1	0	0	0.16486
5776	0	5	2	0	16	389	1	0	0	0.364577
5784	0	3	1	0	16	389	2	0	0	1.71295
5784	0	3	2	0	16	389	2	0	1	5.52155
5784	0	4	1	0	16	389	2	0	0	0.364577
5784	0	4	2	0	16	389	2	0	0	0.531411
5784	0	5	1	0	16	389	2	0	0	0.16486
5784	0	5	2	0	16	389	2	0	0	0.364577
5792	0	3	1	0	16	389	3	0	1	1.71295
5792	0	3	2	0	16	389	3	0	1	5.52155
5792	0	4	1	0	16	389	3	0	0	0.364577
5792	0	4	2	0	16	389	3	0	0	0.531411
5792	0	5	1	0	16	389	3	0	0	0.16486
5792	0	5	2	0	16	389	3	0	0	0.364577
5816	0	3	1	0	16	389	1	0	0	0.88881
5816	0	3	2	0	16	389	1	0	0	3.95446
5816	0	4	1	0	16	389	1	0	0	0.320014
5816	0	4	2	0	16	389	1	0	0	0.484263
5816	0	5	1	0	16	389	1	0	0	0.150233
5816	0	5	2	0	16	389	1	0	0	0.348859
5824	0	3	1	0	16	389	2	0	0	0.88881
5824	0	3	2	0	16	389	2	0	0	3.95446
5824	0	4	1	0	16	389	2	0	0	0.320014
5824	0	4	2	0	16	389	2	0	0	0.484263
5824	0	5	1	0	16	389	2	0	0	0.150233
5824	0	5	2	0	16	389	2	0	0	0.348859
5832	0	3	1	0	16	389	3	0	0	0.88881
5832	0	3	2	0	16	389	3	0	0	3.95446
5832	0	4	1	0	16	389	3	0	0	0.320014
5832	0	4	2	0	16	389	3	0	0	0.484263
5832	0	5	1	0	16	389	3	0	0	0.150233
5832	0	5	2	0	16	389	3	0	0	0.348859
5856	0	4	2	0	16	389	1	0	0	0.511205
5856	0	5	2	0	16	389	1	0	0	0.357841
5864	0	4	2	0	16	389	2	0	0	0.511205
5864	0	5	2	0	16	389	2	0	0	0.357841
5872	0	4	2	0	16	389	3	0	0	0.511205
5872	0	5	2	0	16	389	3	0	0	0.357841
5896	0	4	1	0	16	389	1	0	0	0.358211
5896	0	4	2	0	16	389	1	0	0	0.524675
5896	0	4	3	0	16	389	1	0	1	5.52155
5896	0	5	1	0	16	389	1	0	0	0.16277
5896	0	5	2	0	16	389	1	0	0	0.362332
5896	0	5	3	0	16	389	1	0	0	1.71295
5904	0	4	1	0	16	389	2	0	0	0.358211
5904	0	4	2	0	16	389	2	0	0	0.524675
5904	0	4	3	0	16	389	2	0	1	5.52155
5904	0	5	1	0	16	389	2	0	0	0.16277
5904	0	5	2	0	16	389	2	0	0	0.362332
5904	0	5	3	0	16	389	2	0	0	1.71295
5912	0	4	1	0	16	389	3	0	0	0.358211
5912	0	4	2	0	16	389	3	0	0	0.524675
5912	0	4	3	0	16	389	3	0	1	5.52155
5912	0	5	1	0	16	389	3	0	0	0.16277
5912	0	5	2	0	16	389	3	0	0	0.362332
5912	0	5	3	0	16	389	3	0	1	1.71295
5936	0	4	1	0	16	389	1	0	0	0.364577
5936	0	4	2	0	16	389	1	0	0	0.531411
5936	0	4	3	0	16	389	1	0	1	5.52155
5936	0	5	1	0	16	389	1	0	0	0.16486
5936	0	5	2	0	16	389	1	0	0	0.364577
5936	0	5	3	0	16	389	1	0	0	1.71295
5944	0	4	1	0	16	389	2	0	0	0.364577
5944	0	4	2	0	16	389	2	0	0	0.531411
5944	0	4	3	0	16	389	2	0	1	5.52155
5944	0	5	1	0	16	389	2	0	0	0.16486
5944	0	5	2	0	16	389	2	0	0	0.364577
5944	0	5	3	0	16	389	2	0	0	1.71295
5952	0	4	1	0	16	389	3	0	0	0.364577
5952	0	4	2	0	16	389	3	0	0	0.531411
5952	0	4	3	0	16	389	3	0	1	5.52155
5952	0	5	1	0	16	389	3	0	0	0.16486
5952	0	5	2	0	16	389	3	0	0	0.364577
5952	0	5	3	0	16	389	3	0	1	1.71295
5976	0	4	1	0	16	389	1	0	0	0.32638
5976	0	4	2	0	16	389	1	0	0	0.344899
5976	0	4	3	0	16	389	1	0	0	5.13589
5976	0	5	1	0	16	389	1	0	0	0.152323
5976	0	5	2	0	16	389	1	0	0	0.291978
5976	0	5	3	0	16	389	1	0	0	1.62611
5984	0	4	1	0	16	389	2	0	0	0.32638
5984	0	4	2	0	16	389	2	0	0	0.344899
5984	0	4	3	0	16	389	2	0	0	5.13589
5984	0	5	1	0	16	389	2	0	0	0.152323
5984	0	5	2	0	16	389	2	0	0	0.291978
5984	0	5	3	0	16	389	2	0	0	1.62611
5992	0	4	1	0	16	389	3	0	0	0.32638
5992	0	4	2	0	16	389	3	0	0	0.344899
5992	0	4	3	0	16	389	3	0	0	5.13589
5992	0	5	1	0	16	389	3	0	0	0.152323
5992	0	5	2	0	16	389	3	0	0	0.291978
5992	0	5	3	0	16	389	3	0	0	1.62611
6016	0	4	1	0	16	389	1	0	0	0.300916
6016	0	4	2	0	16	389	1	0	0	0.464057
6016	0	4	3	0	16	389	1	0	0	5.52155
6016	0	5	1	0	16	389	1	0	0	0.143965
6016	0	5	2	0	16	389	1	0	0	0.342123
6016	0	5	3	0	16	389	1	0	0	1.71295
6024	0	4	1	0	16	389	2	0	0	0.300916
6024	0	4	2	0	16	389	2	0	0	0.464057
6024	0	4	3	0	16	389	2	0	1	5.52155
6024	0	5	1	0	16	389	2	0	0	0.143965
6024	0	5	2	0	16	389	2	0	0	0.342123
6024	0	5	3	0	16	389	2	0	0	1.71295
6032	0	4	1	0	16	389	3	0	0	0.300916
6032	0	4	2	0	16	389	3	0	0	0.464057
6032	0	4	3	0	16	389	3	0	1	5.52155
6032	0	5	1	0	16	389	3	0	0	0.143965
6032	0	5	2	0	16	389	3	0	0	0.342123
6032	0	5	3	0	16	389	3	0	1	1.71295
6096	0	3	1	0	16	389	1	0	0	1.00654
6096	0	3	2	0	16	389	1	0	0	4.17833
6096	0	3	4	0	16	389	1	0	0	5.52155
6096	0	5	1	0	16	389	1	0	0	0.152323
6096	0	5	2	0	16	389	1	0	0	0.351105
6096	0	5	4	0	16	389	1	0	0	5.52155
6104	0	3	1	0	16	389	2	0	0	1.00654
6104	0	3	2	0	16	389	2	0	0	4.17833
6104	0	3	4	0	16	389	2	0	1	5.52155
6104	0	5	1	0	16	389	2	0	0	0.152323
6104	0	5	2	0	16	389	2	0	0	0.351105
6104	0	5	4	0	16	389	2	0	1	5.52155
6112	0	3	1	0	16	389	3	0	0	1.00654
6112	0	3	2	0	16	389	3	0	0	4.17833
6112	0	3	4	0	16	389	3	0	1	5.52155
6112	0	5	1	0	16	389	3	0	0	0.152323
6112	0	5	2	0	16	389	3	0	0	0.351105
6112	0	5	4	0	16	389	3	0	1	5.52155
6136	0	4	1	0	16	389	1	0	0	0.23575
6136	0	4	2	0	16	389	1	0	0	0.162554
6136	0	4	3	0	16	389	1	0	0	4.31362
6136	0	5	1	0	16	389	1	0	0	0.127546
6136	0	5	2	0	16	389	1	0	0	0.21269
6136	0	5	3	0	16	389	1	0	0	1.4553
6144	0	4	1	0	16	389	2	0	0	0.23575
6144	0	4	2	0	16	389	2	0	0	0.162554
6144	0	4	3	0	16	389	2	0	0	4.31362
6144	0	5	1	0	16	389	2	0	0	0.127546
6144	0	5	2	0	16	389	2	0	0	0.21269
6144	0	5	3	0	16	389	2	0	0	1.4553
6152	0	4	1	0	16	389	3	0	0	0.23575
6152	0	4	2	0	16	389	3	0	0	0.162554
6152	0	4	3	0	16	389	3	0	0	4.31362
6152	0	5	1	0	16	389	3	0	0	0.127546
6152	0	5	2	0	16	389	3	0	0	0.21269
6152	0	5	3	0	16	389	3	0	0	1.4553
6176	0	3	1	0	16	389	1	0	0	1.71295
6176	0	3	2	0	16	389	1	0	0	4.17833
6176	0	3	5	0	16	389	1	0	0	1.00654
6176	0	4	1	0	16	389	1	0	0	0.364577
6176	0	4	2	0	16	389	1	0	0	0.312261
6176	0	4	5	0	16	389	1	0	0	4.94306
6184	0	3	1	0	16	389	2	0	0	1.71295
6184	0	3	2	0	16	389	2	0	0	4.17833
6184	0	3	5	0	16	389	2	0	0	1.00654
6184	0	4	1	0	16	389	2	0	0	0.364577
6184	0	4	2	0	16	389	2	0	0	0.312261
6184	0	4	5	0	16	389	2	0	0	4.94306
6192	0	3	1	0	16	389	3	0	1	1.71295
6192	0	3	2	0	16	389	3	0	0	4.17833
6192	0	3	5	0	16	389	3	0	0	1.00654
6192	0	4	1	0	16	389	3	0	0	0.364577
6192	0	4	2	0	16	389	3	0	0	0.312261
6192	0	4	5	0	16	389	3	0	0	4.94306
6216	0	3	1	0	16	389	1	0	0	1.35975
6216	0	3	2	0	16	389	1	0	0	4.84994
6216	0	4	1	0	16	389	1	0	0	0.345479
6216	0	4	2	0	16	389	1	0	0	0.511205
6216	0	5	1	0	16	389	1	0	0	0.158591
6216	0	5	2	0	16	389	1	0	0	0.357841
6224	0	3	1	0	16	389	2	0	0	1.35975
6224	0	3	2	0	16	389	2	0	0	4.84994
6224	0	4	1	0	16	389	2	0	0	0.345479
6224	0	4	2	0	16	389	2	0	0	0.511205
6224	0	5	1	0	16	389	2	0	0	0.158591
6224	0	5	2	0	16	389	2	0	0	0.357841
6232	0	3	1	0	16	389	3	0	0	1.35975
6232	0	3	2	0	16	389	3	0	0	4.84994
6232	0	4	1	0	16	389	3	0	0	0.345479
6232	0	4	2	0	16	389	3	0	0	0.511205
6232	0	5	1	0	16	389	3	0	0	0.158591
6232	0	5	2	0	16	389	3	0	0	0.357841
6256	0	3	1	0	16	389	1	0	0	1.71295
6256	0	3	2	0	16	389	1	0	1	5.52155
6256	0	4	1	0	16	389	1	0	0	0.364577
6256	0	4	2	0	16	389	1	0	0	0.531411
6256	0	5	1	0	16	389	1	0	0	0.16486
6256	0	5	2	0	16	389	1	0	0	0.364577
6264	0	3	1	0	16	389	2	0	0	1.71295
6264	0	3	2	0	16	389	2	0	1	5.52155
6264	0	4	1	0	16	389	2	0	0	0.364577
6264	0	4	2	0	16	389	2	0	0	0.531411
6264	0	5	1	0	16	389	2	0	0	0.16486
6264	0	5	2	0	16	389	2	0	0	0.364577
6272	0	3	1	0	16	389	3	0	1	1.71295
6272	0	3	2	0	16	389	3	0	1	5.52155
6272	0	4	1	0	16	389	3	0	0	0.364577
6272	0	4	2	0	16	389	3	0	0	0.531411
6272	0	5	1	0	16	389	3	0	0	0.16486
6272	0	5	2	0	16	389	3	0	0	0.364577
6296	0	3	1	0	16	389	1	0	0	1.71295
6296	0	3	2	0	16	389	1	0	0	5.52155
6296	0	4	1	0	16	389	1	0	0	0.364577
6296	0	4	2	0	16	389	1	0	0	0.531411
6296	0	5	1	0	16	389	1	0	0	0.16486
6296	0	5	2	0	16	389	1	0	0	0.364577
6304	0	3	1	0	16	389	2	0	0	1.71295
6304	0	3	2	0	16	389	2	0	1	5.52155
6304	0	4	1	0	16	389	2	0	0	0.364577
6304	0	4	2	0	16	389	2	0	0	0.531411
6304	0	5	1	0	16	389	2	0	0	0.16486
6304	0	5	2	0	16	389	2	0	0	0.364577
6312	0	3	1	0	16	389	3	0	1	1.71295
6312	0	3	2	0	16	389	3	0	1	5.52155
6312	0	4	1	0	16	389	3	0	0	0.364577
6312	0	4	2	0	16	389	3	0	0	0.531411
6312	0	5	1	0	16	389	3	0	0	0.16486
6312	0	5	2	0	16	389	3	0	0	0.364577
6336	0	4	1	0	16	389	1	0	0	0.364577
6336	0	4	2	0	16	389	1	0	0	0.531411
6336	0	4	3	0	16	389	1	0	0	5.52155
6336	0	5	1	0	16	389	1	0	0	0.16486
6336	0	5	2	0	16	389	1	0	0	0.364577
6336	0	5	3	0	16	389	1	0	0	1.71295
6344	0	4	1	0	16	389	2	0	0	0.364577
6344	0	4	2	0	16	389	2	0	0	0.531411
6344	0	4	3	0	16	389	2	0	1	5.52155
6344	0	5	1	0	16	389	2	0	0	0.16486
6344	0	5	2	0	16	389	2	0	0	0.364577
6344	0	5	3	0	16	389	2	0	0	1.71295
6352	0	4	1	0	16	389	3	0	0	0.364577
6352	0	4	2	0	16	389	3	0	0	0.531411
6352	0	4	3	0	16	389	3	0	1	5.52155
6352	0	5	1	0	16	389	3	0	0	0.16486
6352	0	5	2	0	16	389	3	0	0	0.364577
6352	0	5	3	0	16	389	3	0	1	1.71295
6376	0	3	1	0	16	389	1	0	0	0.535605
6376	0	3	2	0	16	389	1	0	0	3.28285
6376	0	4	1	0	16	389	1	0	0	0.300916
6376	0	4	2	0	16	389	1	0	0	0.464057
6376	0	5	1	0	16	389	1	0	0	0.143965
6376	0	5	2	0	16	389	1	0	0	0.342123
6384	0	3	1	0	16	389	2	0	0	0.535605
6384	0	3	2	0	16	389	2	0	0	3.28285
6384	0	4	1	0	16	389	2	0	0	0.300916
6384	0	4	2	0	16	389	2	0	0	0.464057
6384	0	5	1	0	16	389	2	0	0	0.143965
6384	0	5	2	0	16	389	2	0	0	0.342123
6392	0	3	1	0	16	389	3	0	0	0.535605
6392	0	3	2	0	16	389	3	0	0	3.28285
6392	0	4	1	0	16	389	3	0	0	0.300916
6392	0	4	2	0	16	389	3	0	0	0.464057
6392	0	5	1	0	16	389	3	0	0	0.143965
6392	0	5	2	0	16	389	3	0	0	0.342123
6416	0	4	1	0	16	389	1	0	0	0.261515
6416	0	4	2	0	16	389	1	0	0	0.163276
6416	0	4	3	0	16	389	1	0	0	4.36238
6416	0	5	1	0	16	389	1	0	0	0.135008
6416	0	5	2	0	16	389	1	0	0	0.213504
6416	0	5	3	0	16	389	1	0	0	1.46341
6424	0	4	1	0	16	389	2	0	0	0.261515
6424	0	4	2	0	16	389	2	0	0	0.163276
6424	0	4	3	0	16	389	2	0	0	4.36238
6424	0	5	1	0	16	389	2	0	0	0.135008
6424	0	5	2	0	16	389	2	0	0	0.213504
6424	0	5	3	0	16	389	2	0	0	1.46341
6432	0	4	1	0	16	389	3	0	0	0.261515
6432	0	4	2	0	16	389	3	0	0	0.163276
6432	0	4	3	0	16	389	3	0	0	4.36238
6432	0	5	1	0	16	389	3	0	0	0.135008
6432	0	5	2	0	16	389	3	0	0	0.213504
6432	0	5	3	0	16	389	3	0	0	1.46341
6456	0	4	1	0	16	389	1	0	0	0.364577
6456	0	4	2	0	16	389	1	0	0	0.531411
6456	0	4	3	0	16	389	1	0	0	5.52155
6456	0	5	1	0	16	389	1	0	0	0.16486
6456	0	5	2	0	16	389	1	0	0	0.364577
6456	0	5	3	0	16	389	1	0	0	1.71295
6464	0	4	1	0	16	389	2	0	0	0.364577
6464	0	4	2	0	16	389	2	0	0	0.531411
6464	0	4	3	0	16	389	2	0	1	5.52155
6464	0	5	1	0	16	389	2	0	0	0.16486
6464	0	5	2	0	16	389	2	0	0	0.364577
6464	0	5	3	0	16	389	2	0	0	1.71295
6472	0	4	1	0	16	389	3	0	0	0.364577
6472	0	4	2	0	16	389	3	0	0	0.531411
6472	0	4	3	0	16	389	3	0	1	5.52155
6472	0	5	1	0	16	389	3	0	0	0.16486
6472	0	5	2	0	16	389	3	0	0	0.364577
6472	0	5	3	0	16	389	3	0	1	1.71295
6496	0	4	1	0	16	389	1	0	0	0.339519
6496	0	4	2	0	16	389	1	0	0	0.348786
6496	0	4	3	0	16	389	1	0	0	5.52155
6496	0	4	5	0	16	389	1	0	0	4.96949
6504	0	4	1	0	16	389	2	0	0	0.339519
6504	0	4	2	0	16	389	2	0	0	0.348786
6504	0	4	3	0	16	389	2	0	1	5.52155
6504	0	4	5	0	16	389	2	0	0	4.96949
6512	0	4	1	0	16	389	3	0	0	0.339519
6512	0	4	2	0	16	389	3	0	0	0.348786
6512	0	4	3	0	16	389	3	0	1	5.52155
6512	0	4	5	0	16	389	3	0	0	4.96949
6536	0	4	1	0	16	389	1	0	0	0.351845
6536	0	4	2	0	16	389	1	0	0	0.51794
6536	0	4	3	0	16	389	1	0	0	5.52155
6536	0	5	1	0	16	389	1	0	0	0.160681
6536	0	5	2	0	16	389	1	0	0	0.360086
6536	0	5	3	0	16	389	1	0	0	1.71295
6544	0	4	1	0	16	389	2	0	0	0.351845
6544	0	4	2	0	16	389	2	0	0	0.51794
6544	0	4	3	0	16	389	2	0	1	5.52155
6544	0	5	1	0	16	389	2	0	0	0.160681
6544	0	5	2	0	16	389	2	0	0	0.360086
6544	0	5	3	0	16	389	2	0	0	1.71295
6552	0	4	1	0	16	389	3	0	0	0.351845
6552	0	4	2	0	16	389	3	0	0	0.51794
6552	0	4	3	0	16	389	3	0	1	5.52155
6552	0	5	1	0	16	389	3	0	0	0.160681
6552	0	5	2	0	16	389	3	0	0	0.360086
6552	0	5	3	0	16	389	3	0	1	1.71295
6576	0	3	1	0	16	389	1	0	0	1.71295
6576	0	3	2	0	16	389	1	0	0	5.52155
6576	0	4	1	0	16	389	1	0	0	0.364577
6576	0	4	2	0	16	389	1	0	0	0.531411
6576	0	5	1	0	16	389	1	0	0	0.16486
6576	0	5	2	0	16	389	1	0	0	0.364577
6584	0	3	1	0	16	389	2	0	0	1.71295
6584	0	3	2	0	16	389	2	0	1	5.52155
6584	0	4	1	0	16	389	2	0	0	0.364577
6584	0	4	2	0	16	389	2	0	0	0.531411
6584	0	5	1	0	16	389	2	0	0	0.16486
6584	0	5	2	0	16	389	2	0	0	0.364577
6592	0	3	1	0	16	389	3	0	1	1.71295
6592	0	3	2	0	16	389	3	0	1	5.52155
6592	0	4	1	0	16	389	3	0	0	0.364577
6592	0	4	2	0	16	389	3	0	0	0.531411
6592	0	5	1	0	16	389	3	0	0	0.16486
6592	0	5	2	0	16	389	3	0	0	0.364577
6616	0	3	1	0	16	389	1	0	0	1.71295
6616	0	3	2	0	16	389	1	0	1	5.52155
6616	0	3	4	0	16	389	1	0	0	5.52155
6616	0	5	1	0	16	389	1	0	0	0.16486
6616	0	5	2	0	16	389	1	0	0	0.364577
6616	0	5	4	0	16	389	1	0	0	5.52155
6624	0	3	1	0	16	389	2	0	0	1.71295
6624	0	3	2	0	16	389	2	0	1	5.52155
6624	0	3	4	0	16	389	2	0	1	5.52155
6624	0	5	1	0	16	389	2	0	0	0.16486
6624	0	5	2	0	16	389	2	0	0	0.364577
6624	0	5	4	0	16	389	2	0	1	5.52155
6632	0	3	1	0	16	389	3	0	1	1.71295
6632	0	3	2	0	16	389	3	0	1	5.52155
6632	0	3	4	0	16	389	3	0	1	5.52155
6632	0	5	1	0	16	389	3	0	0	0.16486
6632	0	5	2	0	16	389	3	0	0	0.364577
6632	0	5	4	0	16	389	3	0	1	5.52155
6656	0	4	1	0	16	389	1	0	0	0.364577
6656	0	4	2	0	16	389	1	0	0	0.421836
6656	0	4	3	0	16	389	1	0	0	5.23231
6656	0	5	1	0	16	389	1	0	0	0.16486
6656	0	5	2	0	16	389	1	0	0	0.320232
6656	0	5	3	0	16	389	1	0	0	1.64782
6664	0	4	1	0	16	389	2	0	0	0.364577
6664	0	4	2	0	16	389	2	0	0	0.421836
6664	0	4	3	0	16	389	2	0	0	5.23231
6664	0	5	1	0	16	389	2	0	0	0.16486
6664	0	5	2	0	16	389	2	0	0	0.320232
6664	0	5	3	0	16	389	2	0	0	1.64782
6672	0	4	1	0	16	389	3	0	0	0.364577
6672	0	4	2	0	16	389	3	0	0	0.421836
6672	0	4	3	0	16	389	3	0	0	5.23231
6672	0	5	1	0	16	389	3	0	0	0.16486
6672	0	5	2	0	16	389	3	0	0	0.320232
6672	0	5	3	0	16	389	3	0	0	1.64782
6696	0	3	1	0	16	389	1	0	0	0.714594
6696	0	3	2	0	16	389	1	0	0	2.71462
6696	0	3	5	0	16	389	1	0	0	0.714594
6696	0	4	1	0	16	389	1	0	0	0.197252
6696	0	4	2	0	16	389	1	0	0	0.221412
6696	0	4	5	0	16	389	1	0	0	4.4577
6704	0	3	1	0	16	389	2	0	0	0.714594
6704	0	3	2	0	16	389	2	0	0	2.71462
6704	0	3	5	0	16	389	2	0	0	0.714594
6704	0	4	1	0	16	389	2	0	0	0.197252
6704	0	4	2	0	16	389	2	0	0	0.221412
6704	0	4	5	0	16	389	2	0	0	4.4577
6712	0	3	1	0	16	389	3	0	0	0.714594
6712	0	3	2	0	16	389	3	0	0	2.71462
6712	0	3	5	0	16	389	3	0	0	0.714594
6712	0	4	1	0	16	389	3	0	0	0.197252
6712	0	4	2	0	16	389	3	0	0	0.221412
6712	0	4	5	0	16	389	3	0	0	4.4577
6736	0	4	1	0	16	389	1	0	0	0.223319
6736	0	4	2	0	16	389	1	0	0	0.342013
6736	0	4	3	0	16	389	1	0	0	4.94087
6736	0	5	1	0	16	389	1	0	0	0.122471
6736	0	5	2	0	16	389	1	0	0	0.288721
6736	0	5	3	0	16	389	1	0	0	1.59368
6744	0	4	1	0	16	389	2	0	0	0.223319
6744	0	4	2	0	16	389	2	0	0	0.342013
6744	0	4	3	0	16	389	2	0	0	4.94087
6744	0	5	1	0	16	389	2	0	0	0.122471
6744	0	5	2	0	16	389	2	0	0	0.288721
6744	0	5	3	0	16	389	2	0	0	1.59368
6752	0	4	1	0	16	389	3	0	0	0.223319
6752	0	4	2	0	16	389	3	0	0	0.342013
6752	0	4	3	0	16	389	3	0	0	4.94087
6752	0	5	1	0	16	389	3	0	0	0.122471
6752	0	5	2	0	16	389	3	0	0	0.288721
6752	0	5	3	0	16	389	3	0	0	1.59368
6776	0	4	1	0	16	389	1	0	0	0.264344
6776	0	4	2	0	16	389	1	0	0	0.531411
6776	0	4	3	0	16	389	1	0	0	5.24162
6776	0	5	1	0	16	389	1	0	0	0.138123
6776	0	5	2	0	16	389	1	0	0	0.364577
6776	0	5	3	0	16	389	1	0	0	1.67075
6784	0	4	1	0	16	389	2	0	0	0.264344
6784	0	4	2	0	16	389	2	0	0	0.531411
6784	0	4	3	0	16	389	2	0	0	5.24162
6784	0	5	1	0	16	389	2	0	0	0.138123
6784	0	5	2	0	16	389	2	0	0	0.364577
6784	0	5	3	0	16	389	2	0	0	1.67075
6792	0	4	1	0	16	389	3	0	0	0.264344
6792	0	4	2	0	16	389	3	0	0	0.531411
6792	0	4	3	0	16	389	3	0	0	5.24162
6792	0	5	1	0	16	389	3	0	0	0.138123
6792	0	5	2	0	16	389	3	0	0	0.364577
6792	0	5	3	0	16	389	3	0	0	1.67075
6816	0	4	1	0	16	389	1	0	0	0.212106
6816	0	4	2	0	16	389	1	0	0	0.273572
6816	0	4	3	0	16	389	1	0	0	4.49043
6816	0	5	1	0	16	389	1	0	0	0.122419
6816	0	5	2	0	16	389	1	0	0	0.258663
6816	0	5	3	0	16	389	1	0	0	1.505
6824	0	4	1	0	16	389	2	0	0	0.212106
6824	0	4	2	0	16	389	2	0	0	0.273572
6824	0	4	3	0	16	389	2	0	0	4.49043
6824	0	5	1	0	16	389	2	0	0	0.122419
6824	0	5	2	0	16	389	2	0	0	0.258663
6824	0	5	3	0	16	389	2	0	0	1.505
6832	0	4	1	0	16	389	3	0	0	0.212106
6832	0	4	2	0	16	389	3	0	0	0.273572
6832	0	4	3	0	16	389	3	0	0	4.49043
6832	0	5	1	0	16	389	3	0	0	0.122419
6832	0	5	2	0	16	389	3	0	0	0.258663
6832	0	5	3	0	16	389	3	0	0	1.505
6856	0	4	1	0	16	389	1	0	0	0.214228
6856	0	4	2	0	16	389	1	0	0	0.531411
6856	0	4	3	0	16	389	1	0	0	5.10166
6856	0	5	1	0	16	389	1	0	0	0.124755
6856	0	5	2	0	16	389	1	0	0	0.364577
6856	0	5	3	0	16	389	1	0	0	1.64965
6864	0	4	1	0	16	389	2	0	0	0.214228
6864	0	4	2	0	16	389	2	0	0	0.531411
6864	0	4	3	0	16	389	2	0	0	5.10166
6864	0	5	1	0	16	389	2	0	0	0.124755
6864	0	5	2	0	16	389	2	0	0	0.364577
6864	0	5	3	0	16	389	2	0	0	1.64965
6872	0	4	1	0	16	389	3	0	0	0.214228
6872	0	4	2	0	16	389	3	0	0	0.531411
6872	0	4	3	0	16	389	3	0	0	5.10166
6872	0	5	1	0	16	389	3	0	0	0.124755
6872	0	5	2	0	16	389	3	0	0	0.364577
6872	0	5	3	0	16	389	3	0	0	1.64965
6896	0	3	1	0	16	389	1	0	0	1.71295
6896	0	3	2	0	16	389	1	0	0	5.52155
6896	0	4	1	0	16	389	1	0	0	0.364577
6896	0	4	2	0	16	389	1	0	0	0.531411
6896	0	5	1	0	16	389	1	0	0	0.16486
6896	0	5	2	0	16	389	1	0	0	0.364577
6904	0	3	1	0	16	389	2	0	0	1.71295
6904	0	3	2	0	16	389	2	0	1	5.52155
6904	0	4	1	0	16	389	2	0	0	0.364577
6904	0	4	2	0	16	389	2	0	0	0.531411
6904	0	5	1	0	16	389	2	0	0	0.16486
6904	0	5	2	0	16	389	2	0	0	0.364577
6912	0	3	1	0	16	389	3	0	1	1.71295
6912	0	3	2	0	16	389	3	0	1	5.52155
6912	0	4	1	0	16	389	3	0	0	0.364577
6912	0	4	2	0	16	389	3	0	0	0.531411
6912	0	5	1	0	16	389	3	0	0	0.16486
6912	0	5	2	0	16	389	3	0	0	0.364577
6936	0	3	1	0	16	389	1	0	0	1.71295
6936	0	3	2	0	16	389	1	0	0	5.52155
6936	0	4	1	0	16	389	1	0	0	0.364577
6936	0	4	2	0	16	389	1	0	0	0.531411
6936	0	5	1	0	16	389	1	0	0	0.16486
6936	0	5	2	0	16	389	1	0	0	0.364577
6944	0	3	1	0	16	389	2	0	0	1.71295
6944	0	3	2	0	16	389	2	0	1	5.52155
6944	0	4	1	0	16	389	2	0	0	0.364577
6944	0	4	2	0	16	389	2	0	0	0.531411
6944	0	5	1	0	16	389	2	0	0	0.16486
6944	0	5	2	0	16	389	2	0	0	0.364577
6952	0	3	1	0	16	389	3	0	1	1.71295
6952	0	3	2	0	16	389	3	0	1	5.52155
6952	0	4	1	0	16	389	3	0	0	0.364577
6952	0	4	2	0	16	389	3	0	0	0.531411
6952	0	5	1	0	16	389	3	0	0	0.16486
6952	0	5	2	0	16	389	3	0	0	0.364577
6976	0	3	1	0	16	389	1	0	0	1.12428
6976	0	3	2	0	16	389	1	0	0	4.4022
6976	0	4	1	0	16	389	1	0	0	0.332746
6976	0	4	2	0	16	389	1	0	0	0.497734
6976	0	5	1	0	16	389	1	0	0	0.154412
6976	0	5	2	0	16	389	1	0	0	0.35335
6984	0	3	1	0	16	389	2	0	0	1.12428
6984	0	3	2	0	16	389	2	0	0	4.4022
